TourID,ClientID,Hotel rating,Beach rating,Transportation rating,Overall,Recommendation
564,302,3.2,3.6,0.2,2.1,0
565,377,1.8,1.3,0.2,1.4,0
564,301,4.1,3.7,0.9,2.9,0
565,379,2.6,3.3,1.5,2.1,0
565,381,1.0,0.6,1.8,0.8,0
564,303,3.0,3.8,1.2,3.1,1
564,304,4.3,3.8,0.0,2.8,1
564,276,3.7,3.1,4.8,3.5,1
564,305,3.8,4.1,4.9,4.4,1
567,436,1.1,1.5,1.1,1.2,0
566,360,3.3,3.7,2.4,3.0,1
566,358,3.4,2.8,4.8,4.1,1
565,383,2.6,2.7,4.4,3.4,1
565,382,1.1,1.6,3.4,2.2,0
565,384,2.4,3.0,0.8,2.4,0
565,385,1.8,2.5,0.4,1.3,0
567,437,1.4,1.0,0.8,1.5,0
566,357,2.7,2.1,2.1,2.6,1
566,362,3.4,2.8,4.6,4.0,0
565,388,1.7,1.5,2.1,1.4,0
565,386,2.8,3.5,1.8,3.1,0
565,389,2.9,3.7,1.6,2.7,1
568,983,3.9,3.1,2.3,2.9,1
568,978,2.3,3.3,2.8,2.3,0
567,438,1.9,1.7,1.4,1.3,1
567,208,2.7,3.6,2.4,2.5,0
566,363,3.0,3.7,1.8,2.8,1
566,365,3.7,4.4,3.7,4.2,0
566,361,3.7,2.8,4.9,4.0,1
566,366,2.6,2.6,2.5,3.0,1
568,984,3.0,2.0,1.6,2.2,0
567,324,1.3,0.8,2.4,1.7,0
568,985,3.2,2.8,0.6,2.4,0
567,441,2.6,2.6,1.0,2.3,1
568,988,3.7,4.6,3.3,3.5,1
567,440,1.4,1.9,2.8,2.4,0
568,974,2.3,2.7,1.8,2.4,0
567,288,2.1,1.2,2.4,1.4,0
569,831,2.1,1.6,1.5,1.3,0
569,827,2.0,1.1,0.3,1.2,0
569,799,1.8,1.4,0.9,1.7,0
570,495,2.8,3.4,1.3,2.2,0
569,819,1.1,1.0,3.6,1.6,0
570,488,1.1,1.8,3.6,2.2,0
569,811,1.2,1.3,4.9,2.6,1
570,496,1.8,0.9,3.0,2.1,0
570,497,2.5,1.5,1.9,2.3,0
570,498,1.4,1.9,2.4,2.1,0
571,435,3.0,3.6,4.6,3.3,1
572,648,1.9,2.5,2.6,2.4,0
573,736,2.1,1.1,0.7,1.5,0
573,737,1.4,2.2,1.9,2.3,0
573,738,1.8,2.2,1.7,2.3,0
571,436,1.6,2.3,4.0,2.2,0
571,437,1.8,2.0,1.5,1.9,0
571,438,2.7,2.0,4.2,3.1,1
572,338,1.9,1.4,0.5,1.4,0
571,208,2.1,2.0,1.9,2.4,0
573,711,1.4,2.1,1.4,1.4,0
573,740,1.7,1.2,1.8,1.4,0
573,433,2.2,2.1,2.2,1.7,0
573,712,3.0,2.7,4.4,3.2,1
572,649,2.4,2.0,3.8,2.5,1
571,324,1.7,2.5,2.5,2.4,0
571,441,1.3,1.0,0.2,1.2,0
571,440,3.0,2.4,3.5,2.5,0
571,288,1.5,0.5,1.5,0.7,0
573,742,1.4,1.4,1.9,1.6,0
573,741,2.3,2.6,3.6,2.9,1
573,743,2.7,1.8,0.2,1.5,0
572,650,2.6,3.5,0.8,2.0,1
572,651,1.6,2.1,2.8,2.4,0
574,130,1.7,1.9,3.8,2.6,0
572,331,1.7,2.7,1.8,2.1,1
574,133,1.1,2.1,3.0,1.6,0
575,67,2.5,2.6,0.3,1.9,0
575,129,2.7,1.8,1.1,1.6,0
574,134,1.3,2.0,0.3,1.4,0
574,132,2.9,2.0,3.8,2.8,1
575,486,2.5,3.0,0.4,2.2,0
575,484,2.2,2.5,0.2,1.1,0
572,652,1.5,2.4,2.6,2.2,0
575,489,1.6,1.2,1.2,1.1,0
574,135,2.5,3.3,3.0,3.3,1
575,490,1.6,2.0,2.2,1.5,0
575,491,2.7,2.0,0.0,1.5,0
575,487,1.1,1.0,4.6,2.5,1
575,494,1.8,0.9,0.7,1.2,0
576,819,1.4,1.7,0.7,1.4,0
576,811,2.6,1.9,2.0,2.6,1
576,839,1.0,1.1,3.1,1.6,0
576,840,1.2,1.8,2.8,2.1,0
576,838,2.0,2.6,4.8,3.2,1
577,620,4.6,4.6,3.3,4.6,1
577,631,4.8,4.5,0.2,3.1,1
576,841,1.3,1.7,4.1,2.5,0
577,936,3.5,4.4,1.7,3.6,0
250,320,2.9,3.5,2.7,3.2,0
250,318,3.1,3.1,5.0,4.1,0
577,609,4.6,4.2,1.9,3.4,1
577,937,3.7,3.8,3.2,3.9,1
577,939,3.7,2.8,1.5,2.4,0
250,322,2.0,1.1,4.3,2.3,0
250,325,3.8,4.5,4.0,4.6,1
578,301,5.0,4.8,0.9,3.4,1
577,940,4.2,4.3,2.0,3.0,1
577,941,4.8,5.0,0.3,2.9,1
577,935,3.8,4.3,3.7,3.4,1
250,326,2.7,3.5,3.6,2.9,1
250,151,3.6,3.7,2.2,2.9,1
579,836,2.5,1.5,3.1,2.9,1
579,835,3.3,2.9,3.7,3.3,1
578,303,4.6,3.7,2.8,4.2,1
578,304,4.3,5.0,0.1,3.6,1
579,831,3.6,3.6,1.6,3.2,1
579,827,2.0,2.3,2.9,2.2,0
580,593,1.5,2.5,2.3,2.0,0
580,594,1.2,0.8,3.2,1.3,0
578,276,4.1,4.8,2.0,3.8,1
579,799,3.4,3.0,2.0,2.3,1
580,595,1.0,1.0,3.6,1.9,0
578,305,4.3,5.0,4.3,5.0,1
581,498,4.8,4.2,1.8,4.0,1
579,819,2.9,3.2,3.7,3.1,1
579,811,4.0,4.7,4.8,4.9,1
580,596,1.0,1.5,4.2,2.5,1
581,499,3.5,3.1,2.5,2.8,1
580,597,0.4,1.3,3.5,1.5,0
580,598,0.8,1.7,0.8,0.9,0
581,501,4.9,4.1,3.3,4.0,1
581,500,5.0,5.0,2.0,3.9,1
581,502,4.8,5.0,1.7,3.4,1
581,503,4.2,5.0,4.2,4.3,0
580,599,0.8,1.7,1.4,1.0,0
581,504,4.7,5.0,2.3,4.2,1
581,505,4.2,4.3,1.3,3.3,1
581,506,3.3,2.8,0.5,1.8,1
581,507,3.1,2.5,1.5,2.5,1
582,931,3.1,3.2,1.0,2.8,1
582,930,4.3,4.8,2.3,4.2,1
582,932,4.0,4.8,2.9,4.0,1
580,432,1.8,1.7,4.3,2.1,0
582,933,3.8,3.6,2.2,3.4,1
580,431,2.0,2.2,2.4,2.4,0
580,603,1.5,0.6,2.5,1.6,0
582,934,3.9,4.2,4.7,4.2,1
583,366,5.0,5.0,3.3,4.0,1
582,620,4.2,3.5,2.0,3.5,1
583,245,4.4,4.0,0.1,2.5,1
583,260,5.0,5.0,3.7,4.5,1
584,896,4.1,4.7,4.3,4.5,1
584,895,3.6,3.4,0.9,2.6,1
583,259,5.0,5.0,0.1,3.5,1
583,372,5.0,5.0,3.1,4.2,1
583,317,4.3,3.9,2.8,3.9,1
584,601,4.1,3.1,3.0,3.3,1
584,897,3.9,4.9,4.9,4.7,1
584,898,4.1,4.6,3.4,4.5,1
584,899,3.8,4.6,1.6,3.0,1
585,480,1.9,2.2,2.5,2.4,0
585,481,1.6,1.6,4.7,2.9,1
585,482,1.9,1.0,4.6,2.5,1
585,67,0.0,0.9,3.1,1.9,0
585,129,0.2,0.7,2.1,1.4,0
585,486,1.6,1.4,4.6,2.7,1
585,484,1.8,2.3,0.3,1.8,0
585,489,0.2,0.0,3.4,1.6,0
586,925,1.9,2.2,0.4,1.7,1
587,137,3.2,3.6,2.2,2.5,1
587,139,2.5,2.8,1.0,2.1,0
588,95,3.5,4.3,0.6,3.0,1
588,96,4.1,3.1,2.3,3.2,0
586,927,1.2,0.8,3.5,2.3,0
588,98,3.4,3.6,1.0,2.5,1
586,929,1.8,2.5,4.2,2.7,1
586,928,2.6,3.4,4.6,3.5,1
587,138,3.1,3.5,4.3,4.0,1
589,826,2.4,2.1,2.2,1.8,1
587,140,3.9,4.1,3.1,4.2,1
589,813,1.6,2.1,1.8,2.3,0
589,779,1.3,1.9,1.0,1.8,0
588,97,5.0,5.0,2.8,4.3,0
588,99,3.2,3.2,4.2,3.1,1
586,931,1.1,1.2,1.8,1.1,0
588,100,3.6,3.4,5.0,3.6,1
587,141,2.7,2.4,4.0,2.9,1
589,828,2.0,2.8,0.8,1.8,0
586,930,2.3,2.5,3.9,2.7,1
586,932,3.0,2.4,1.8,2.2,0
586,933,2.2,2.7,3.6,3.1,1
589,829,2.2,2.0,1.8,1.8,0
587,110,2.4,1.4,3.2,2.4,0
588,8,4.1,4.1,4.5,4.3,1
587,142,3.4,3.8,3.2,3.0,1
588,19,4.2,4.7,1.6,3.2,1
587,143,3.3,4.2,4.0,3.7,1
587,144,2.3,1.7,1.8,1.6,0
588,104,3.2,3.9,2.8,3.1,1
588,105,3.8,3.3,1.5,2.8,1
589,830,2.0,2.1,2.6,2.3,0
589,778,1.3,1.2,3.5,1.9,0
589,776,2.3,1.6,1.8,2.3,1
589,832,1.2,1.6,1.5,1.1,0
590,729,3.9,3.1,4.9,3.5,1
590,761,2.5,1.8,3.1,2.4,0
590,760,3.2,3.4,3.4,3.5,1
590,762,2.0,2.1,3.5,3.0,0
592,477,3.5,2.6,0.7,2.3,0
590,544,2.2,1.3,2.7,2.3,1
590,764,2.8,3.6,4.7,3.8,1
591,641,5.0,4.8,2.0,3.6,1
591,642,4.3,4.4,0.5,3.5,1
593,205,0.0,0.4,3.2,1.2,0
591,643,5.0,5.0,3.9,4.7,1
591,644,5.0,5.0,0.6,4.0,1
593,469,1.2,1.9,0.7,0.9,0
593,466,1.3,1.2,0.2,1.0,0
593,471,0.1,0.4,4.8,1.6,0
592,478,4.0,3.1,3.7,3.2,1
592,479,4.0,3.4,2.4,3.0,1
591,645,5.0,4.6,2.7,4.2,1
591,646,4.6,5.0,3.5,4.0,1
591,647,4.5,4.8,1.5,3.1,1
591,648,4.3,4.2,0.2,3.2,1
593,470,1.4,2.3,1.8,2.1,0
593,472,1.6,2.0,3.9,2.8,1
593,473,1.0,0.5,1.3,0.5,1
594,215,5.0,5.0,3.2,4.5,1
592,480,3.8,4.6,1.0,2.8,1
592,481,3.1,2.5,1.3,2.1,0
594,216,4.3,4.1,4.4,3.9,1
593,476,0.4,0.4,4.6,1.7,1
594,217,5.0,5.0,3.6,4.9,1
592,482,3.0,3.4,1.9,2.4,0
592,67,4.4,4.7,3.4,4.3,1
594,81,5.0,5.0,1.7,3.9,1
593,475,1.4,1.0,3.3,2.1,0
593,474,0.7,0.3,0.4,0.9,0
594,219,4.4,3.9,2.0,3.1,1
592,129,4.2,4.4,1.8,3.5,1
592,486,4.2,3.4,3.0,3.9,1
594,220,5.0,5.0,4.7,5.0,1
592,484,3.5,3.0,0.0,1.7,0
594,221,4.1,4.4,3.0,3.9,0
594,222,5.0,4.6,0.6,3.7,1
595,14,5.0,5.0,1.0,3.2,0
595,17,5.0,5.0,1.1,3.4,1
595,24,5.0,4.0,0.7,3.1,1
596,685,5.0,4.4,2.8,4.4,1
596,689,5.0,5.0,1.7,3.8,1
595,88,4.9,4.8,1.9,4.2,1
595,89,4.3,3.6,2.4,3.9,1
595,90,5.0,4.3,2.7,3.7,1
595,21,4.4,3.7,2.6,4.0,1
596,690,4.8,5.0,1.4,4.0,1
596,691,5.0,5.0,0.9,3.4,1
597,329,3.9,2.9,1.5,3.1,1
597,576,2.6,3.2,4.4,3.1,1
597,577,3.4,3.3,3.5,3.2,1
597,578,2.3,1.7,2.8,2.2,0
596,692,5.0,4.5,2.0,3.4,1
598,259,2.6,2.4,0.6,2.4,0
599,327,1.2,0.8,1.2,0.7,0
599,429,1.3,1.7,1.3,1.6,0
599,430,2.9,3.6,4.9,4.0,1
597,579,3.8,3.9,2.8,3.9,1
596,352,4.8,5.0,2.3,4.2,1
596,694,5.0,4.5,3.4,4.7,1
598,372,1.3,2.2,1.7,1.7,0
597,580,3.0,3.2,0.6,2.3,0
597,581,3.1,2.6,0.9,2.6,1
598,317,2.3,2.1,2.6,2.1,0
599,231,2.7,2.8,1.9,2.7,1
598,225,1.3,0.9,3.9,2.5,0
598,374,1.1,1.1,2.7,2.1,0
597,328,3.9,3.5,0.5,2.7,1
599,434,1.1,1.8,0.2,1.1,0
599,435,2.0,2.1,2.6,1.8,0
597,583,2.3,2.9,0.5,2.3,0
600,82,4.4,3.5,4.5,4.3,1
600,210,3.4,4.0,3.4,3.9,1
599,436,2.0,1.8,3.5,2.2,0
599,437,2.4,2.7,1.4,2.3,0
599,438,2.7,2.4,3.8,2.7,1
599,208,2.4,2.1,1.9,2.3,0
600,211,4.4,5.0,2.9,4.5,1
600,212,4.9,5.0,1.1,3.7,1
600,213,4.0,4.9,1.1,3.0,1
600,214,5.0,4.1,5.0,4.2,1
601,91,4.0,3.2,4.1,3.8,0
601,87,3.5,2.5,4.7,3.9,1
601,167,4.5,4.6,2.3,3.4,1
601,169,3.8,3.6,3.0,3.1,1
601,168,3.8,4.3,0.0,3.2,1
601,171,4.5,4.1,0.3,2.7,1
601,172,3.2,2.7,4.3,2.9,1
601,173,4.3,3.7,0.3,2.3,0
602,549,1.8,2.7,1.7,1.8,0
601,170,3.4,3.3,3.9,3.0,1
602,550,1.6,2.1,1.4,1.7,0
602,427,1.5,0.6,2.5,1.1,0
602,551,1.7,2.0,4.2,2.3,0
603,452,3.2,3.4,0.5,2.7,1
601,11,3.5,2.6,4.4,3.9,1
604,623,3.7,3.8,1.6,3.3,0
602,552,1.9,2.0,3.3,2.2,0
603,456,3.1,3.3,2.7,3.0,1
603,455,3.5,2.5,1.2,2.1,0
604,624,3.5,3.4,0.4,2.8,1
603,457,3.6,3.8,3.3,3.8,1
603,316,3.2,2.9,2.1,2.3,0
603,458,3.1,3.5,1.7,2.6,1
604,625,2.6,2.5,2.8,2.1,1
605,535,2.0,2.7,4.3,2.8,1
603,459,3.7,4.4,2.3,3.4,0
603,321,3.3,4.1,0.6,2.4,0
604,627,2.5,3.0,2.6,2.7,1
604,626,2.9,3.1,2.9,3.2,0
604,628,3.7,4.3,4.6,4.3,1
605,536,3.1,3.2,0.8,2.5,0
605,537,2.8,3.3,3.2,2.6,1
605,538,2.1,2.2,2.4,2.1,0
605,539,3.9,4.8,1.3,3.2,1
605,540,3.2,3.1,3.8,3.3,1
605,541,3.3,3.7,4.4,4.1,0
605,542,3.6,4.4,1.6,2.9,1
605,543,3.5,3.0,1.6,2.5,0
606,625,4.6,4.6,2.9,4.2,1
607,82,5.0,4.5,2.0,3.5,1
607,210,5.0,4.5,4.7,4.9,1
607,211,4.4,5.0,1.1,3.6,1
606,627,4.6,3.7,4.8,4.5,0
607,212,4.6,5.0,3.4,4.0,0
607,213,4.7,4.2,5.0,4.5,1
608,820,4.4,4.5,1.2,3.7,1
608,821,4.2,4.4,0.8,2.8,1
608,822,4.5,5.0,0.4,3.7,0
606,626,5.0,4.7,4.2,4.9,1
606,628,5.0,5.0,2.5,4.6,1
607,214,5.0,5.0,4.3,4.3,1
606,629,4.8,4.7,0.7,3.6,1
607,215,4.7,4.3,3.8,3.9,1
607,216,4.2,4.7,4.6,4.4,1
609,834,1.0,1.1,2.4,1.8,1
609,833,1.7,2.3,2.6,2.6,1
608,823,3.5,3.5,2.3,3.4,1
608,780,3.3,3.2,3.3,3.4,1
606,616,4.9,5.0,0.5,3.3,1
608,824,4.3,4.2,1.0,3.2,1
606,632,4.4,5.0,1.5,3.3,1
609,853,2.3,2.4,2.2,2.7,1
609,855,1.1,0.1,4.5,2.0,0
609,854,2.0,2.2,1.4,2.3,0
609,856,2.8,3.3,0.0,1.7,0
606,633,4.5,3.7,1.7,3.7,1
606,614,4.9,5.0,0.8,3.3,1
606,636,5.0,5.0,2.5,3.9,1
610,63,3.4,3.2,2.7,2.9,1
610,64,4.5,4.3,1.7,3.5,1
610,65,3.7,4.5,1.6,3.7,1
610,66,3.2,3.8,0.7,2.7,1
610,29,4.1,3.5,3.7,3.6,1
610,69,3.1,3.5,3.2,2.8,1
610,70,3.5,4.3,1.6,3.4,1
610,41,3.7,3.8,4.4,3.7,1
611,801,3.3,3.0,1.2,2.8,0
611,802,4.8,4.1,3.6,4.5,1
611,803,4.6,5.0,0.2,3.0,1
611,805,4.5,4.1,2.2,3.4,0
611,807,3.3,2.4,1.4,1.9,0
612,239,3.6,4.4,4.9,4.4,1
612,77,2.2,2.1,2.1,1.9,0
611,806,3.3,2.9,2.8,2.5,1
611,795,4.5,4.8,3.8,4.5,1
611,796,3.7,4.1,3.5,4.1,1
612,240,2.4,1.5,2.7,2.7,1
612,241,2.6,3.3,1.9,3.1,0
612,242,2.7,2.9,4.5,3.5,1
613,747,2.8,3.6,4.9,3.9,0
613,734,2.6,2.3,4.0,2.6,0
612,243,3.9,4.2,3.4,3.6,1
613,750,1.0,1.9,1.5,1.9,0
612,244,3.2,3.5,4.7,4.1,1
614,424,1.3,0.6,2.2,1.9,0
613,751,1.4,0.4,4.6,2.5,0
614,425,1.9,1.1,3.9,1.8,0
613,752,1.6,1.6,3.4,2.2,0
613,753,2.8,3.3,4.2,3.3,1
614,356,3.0,2.7,0.5,2.0,0
613,754,2.3,2.1,0.6,1.4,0
613,755,2.1,1.5,0.5,1.8,0
613,756,1.6,0.7,2.1,1.8,0
613,757,1.5,1.3,3.5,2.4,1
616,255,2.0,1.4,4.5,2.3,0
616,256,1.4,0.8,4.5,2.7,1
617,369,2.7,2.6,1.9,2.3,0
616,257,2.4,1.6,3.0,2.3,0
617,686,1.3,1.8,4.3,2.6,1
617,687,2.6,3.2,4.5,3.6,1
617,688,1.4,1.1,2.0,1.6,0
616,258,2.2,3.1,0.8,1.6,0
617,685,1.1,0.2,3.9,1.7,0
615,453,1.5,1.9,2.9,1.7,0
617,689,1.3,1.3,1.2,1.2,0
617,690,2.0,1.5,3.0,1.8,1
616,252,2.9,3.8,4.0,3.1,1
617,691,1.9,1.5,2.2,1.9,0
617,692,1.2,1.1,2.1,1.0,0
618,685,1.9,2.1,4.8,2.9,1
618,689,0.0,0.0,2.8,0.9,0
616,166,1.4,0.5,0.1,0.4,0
619,775,4.2,4.4,4.7,4.1,1
615,454,2.4,3.1,0.8,1.9,0
615,452,2.1,1.9,3.8,2.4,0
618,690,1.5,2.0,1.7,2.1,0
619,777,5.0,5.0,1.2,3.4,1
619,527,4.1,4.9,3.2,3.9,1
619,758,4.9,4.3,3.5,4.6,0
618,691,0.4,0.4,2.7,0.8,0
618,692,0.1,0.0,2.3,0.6,0
618,352,1.0,1.0,2.4,1.2,0
618,694,1.8,1.9,1.6,1.6,0
615,456,2.9,2.3,2.6,3.0,1
615,455,3.0,3.7,4.3,4.0,1
615,457,2.5,1.6,1.4,2.2,0
619,783,4.4,5.0,2.5,4.2,0
619,746,4.0,5.0,4.2,4.7,1
619,784,4.7,5.0,3.9,4.6,1
619,786,5.0,4.2,4.3,4.8,1
619,785,4.7,5.0,0.3,3.6,1
619,749,5.0,5.0,4.6,5.0,1
620,587,4.4,4.3,2.8,4.2,0
620,615,5.0,4.8,1.9,3.9,0
620,582,5.0,5.0,0.9,4.1,0
620,574,5.0,4.7,4.2,5.0,1
621,793,3.3,4.0,4.2,4.2,1
621,787,3.7,3.1,2.1,3.5,1
621,492,2.2,2.9,1.8,1.9,0
620,617,5.0,5.0,4.1,4.7,1
621,420,2.6,3.4,4.5,3.6,0
621,532,2.8,2.8,3.6,2.9,1
621,797,3.4,2.5,2.5,2.9,0
621,798,2.0,2.0,1.6,1.5,0
620,619,4.4,4.1,0.4,3.4,1
620,612,4.8,4.0,1.6,3.6,1
620,611,5.0,4.8,2.1,4.2,1
621,800,3.4,3.5,1.5,2.7,0
622,638,5.0,4.5,4.3,4.4,1
621,421,2.0,1.9,2.2,1.6,1
622,330,5.0,4.1,1.5,3.2,0
621,801,2.8,1.8,1.1,1.8,0
622,640,5.0,4.1,3.8,4.0,1
622,641,4.7,5.0,1.0,3.8,0
622,642,4.8,5.0,3.7,4.0,1
498,490,5.0,4.3,2.3,4.3,1
498,491,5.0,4.3,4.5,4.6,1
498,487,4.1,3.9,3.1,4.0,1
624,571,2.6,3.0,1.8,2.2,0
624,910,1.0,0.3,3.8,2.0,0
498,494,4.3,3.6,2.7,3.6,1
624,911,2.0,2.9,1.3,2.6,1
498,493,5.0,5.0,4.1,4.5,1
498,495,5.0,4.8,3.6,4.6,1
624,912,2.7,2.4,4.5,3.5,1
624,913,2.5,1.9,4.3,2.5,1
624,914,1.1,0.2,4.1,1.6,0
624,915,1.7,2.4,2.9,2.7,1
498,488,5.0,5.0,0.5,3.9,0
498,496,5.0,5.0,3.2,4.1,1
625,486,3.5,2.7,2.8,2.7,1
498,497,4.1,3.7,2.8,3.8,1
625,484,2.6,3.0,2.0,2.4,0
498,498,4.5,4.0,4.9,4.5,1
624,916,1.3,1.8,1.2,1.6,0
625,489,3.2,2.8,4.7,3.8,1
625,490,3.0,3.2,3.2,3.1,1
625,491,2.1,2.4,3.3,2.6,1
625,487,2.3,2.1,1.7,1.7,0
627,937,4.3,3.4,2.3,3.1,1
627,939,5.0,4.3,1.8,3.8,1
627,940,5.0,5.0,4.8,5.0,1
626,426,1.6,2.4,0.4,1.8,0
626,566,0.3,0.0,4.1,1.5,0
627,941,5.0,4.2,3.8,4.5,1
626,567,1.7,1.7,2.9,2.1,0
626,568,1.1,1.8,1.3,1.0,0
627,935,4.9,4.2,3.3,4.3,1
626,570,1.2,1.1,4.7,2.2,0
626,447,0.5,1.1,3.7,1.7,0
628,759,5.0,5.0,3.6,4.4,0
628,729,5.0,4.9,3.1,3.9,1
629,169,2.4,2.1,4.6,3.0,1
628,761,4.9,5.0,3.9,4.3,0
629,168,2.6,3.0,3.5,2.5,1
629,171,3.9,4.9,0.2,3.2,1
629,172,3.4,3.8,0.6,3.0,1
628,760,4.5,4.9,1.5,3.4,1
629,173,3.3,3.7,1.9,2.9,1
628,762,5.0,4.7,1.6,3.9,1
628,544,5.0,5.0,4.9,4.7,1
628,764,5.0,4.6,4.5,5.0,1
630,777,2.5,2.9,2.8,2.8,1
630,527,2.4,2.1,0.1,1.7,0
632,858,1.4,1.6,2.8,2.1,0
632,857,0.5,0.8,0.7,0.2,0
630,758,3.2,3.6,4.7,3.5,1
630,783,3.2,3.6,4.9,3.8,1
630,746,3.0,2.6,3.0,2.8,1
630,784,3.8,4.3,4.5,4.0,1
631,442,2.9,3.2,4.8,3.3,1
632,860,0.2,1.1,4.5,2.4,0
632,859,0.8,0.4,0.2,0.9,0
632,861,0.4,0.0,0.8,0.6,0
632,814,0.1,0.8,0.2,0.2,0
497,201,3.6,4.5,2.9,4.0,1
631,439,3.0,3.8,1.1,2.1,0
631,590,2.4,2.3,4.9,2.8,1
631,591,3.8,2.9,0.3,2.5,1
633,813,4.9,4.1,4.3,4.7,1
631,592,3.9,3.4,4.9,4.5,1
631,593,3.2,2.6,0.4,1.6,0
633,779,4.5,4.3,3.2,4.3,1
633,828,3.1,3.6,0.1,2.1,0
633,829,3.2,2.2,3.7,3.4,1
633,830,4.6,4.5,1.6,3.9,1
633,778,4.7,4.0,2.1,4.1,1
635,249,4.3,5.0,2.1,3.5,1
635,250,4.9,4.6,2.7,4.2,0
635,251,4.8,5.0,0.3,3.4,1
635,253,4.5,5.0,4.4,5.0,1
634,434,4.6,5.0,1.8,4.0,1
634,435,3.1,2.8,0.6,2.5,0
634,436,4.0,4.2,4.5,3.9,1
636,884,2.2,2.6,3.8,3.1,1
636,575,2.5,2.2,1.6,2.2,0
634,437,4.0,4.4,3.4,3.6,0
635,254,4.5,4.1,3.5,4.2,1
635,255,4.7,5.0,2.8,4.5,1
635,256,4.9,4.1,1.5,3.4,1
636,882,2.7,1.8,3.5,2.5,1
635,257,5.0,5.0,2.8,3.9,1
636,887,1.4,0.7,0.6,0.7,1
637,280,5.0,4.4,0.6,3.6,1
637,302,5.0,5.0,1.9,4.0,1
637,301,5.0,5.0,2.5,4.2,1
638,332,4.3,4.3,0.8,3.3,1
638,333,5.0,4.0,4.6,4.6,1
634,438,3.5,4.2,3.9,4.3,1
638,334,5.0,4.9,0.9,3.2,1
634,208,4.4,3.8,4.8,4.0,1
634,324,3.6,3.5,1.5,2.8,1
634,441,3.1,2.5,0.4,2.2,0
636,889,2.6,2.6,2.7,2.8,1
636,885,2.1,3.0,3.2,2.8,1
636,886,1.8,1.3,2.7,2.0,0
636,890,2.8,3.4,3.2,2.7,1
637,303,4.2,4.8,4.1,4.6,1
639,112,3.6,4.0,3.9,3.9,0
638,335,4.3,4.5,0.3,2.7,1
638,336,5.0,5.0,1.1,3.6,1
634,440,3.1,3.3,0.9,2.6,1
638,337,4.2,5.0,4.0,4.3,1
634,288,4.1,4.0,0.4,3.0,1
637,304,4.5,5.0,4.0,4.0,1
637,276,4.7,4.5,3.4,4.5,1
637,305,4.7,5.0,3.9,4.6,1
637,275,5.0,5.0,0.8,3.8,1
639,113,2.8,2.6,2.3,2.2,0
639,114,2.8,3.4,1.3,2.7,1
640,7,2.4,3.0,1.6,2.2,0
639,33,2.7,2.7,1.6,2.1,1
638,339,5.0,4.3,0.8,3.7,1
638,340,5.0,5.0,1.6,3.8,0
637,306,5.0,5.0,1.0,3.5,1
637,308,5.0,5.0,1.2,3.8,1
639,115,2.6,3.2,0.5,2.4,0
639,116,2.0,2.3,1.2,1.8,0
640,26,2.6,2.4,2.3,2.1,0
639,0,2.9,3.4,2.4,2.5,0
640,36,3.3,2.3,1.7,2.2,0
639,118,3.9,4.8,4.2,3.9,1
640,38,2.9,3.5,1.8,2.8,1
639,119,3.3,2.7,0.9,2.1,0
639,4,3.4,2.8,0.5,2.0,0
640,39,2.4,2.1,1.0,1.3,0
640,37,3.0,2.6,0.4,2.0,0
641,627,0.2,0.6,1.9,0.5,0
641,626,1.5,0.9,1.1,1.5,0
640,40,3.3,3.0,4.3,3.6,1
640,44,3.4,3.0,2.4,2.6,0
640,42,3.9,3.0,4.3,3.3,1
641,628,0.7,1.1,0.0,0.6,0
642,433,1.1,1.5,1.8,1.5,1
642,712,1.9,1.7,1.5,1.7,0
642,742,1.1,0.4,1.2,1.3,0
642,741,2.3,2.4,3.4,2.2,1
640,43,3.8,4.3,3.3,3.8,1
641,629,0.0,0.0,3.6,1.3,0
641,616,0.3,1.1,2.2,1.1,0
641,632,1.9,1.1,1.6,1.8,0
642,743,1.4,1.6,0.5,1.6,0
642,534,2.3,2.8,4.0,3.2,1
642,715,1.1,1.3,3.1,2.0,0
643,485,0.9,0.5,1.1,0.9,0
645,762,4.7,4.6,0.5,3.2,1
645,544,4.5,4.6,0.5,3.2,1
644,696,1.1,0.2,3.0,1.0,0
644,697,1.6,2.6,0.4,1.7,0
643,523,1.2,0.2,2.5,1.3,0
643,524,0.3,0.5,4.2,1.9,0
645,764,4.3,5.0,4.2,5.0,0
645,765,4.2,4.6,2.7,3.4,1
645,766,5.0,5.0,1.0,3.9,1
644,699,1.2,1.1,1.7,1.1,0
643,525,1.8,2.3,1.9,1.9,0
644,698,2.3,2.6,2.2,2.3,0
643,526,1.7,0.7,1.2,1.0,1
643,528,1.7,1.8,4.2,2.2,0
643,529,1.7,0.7,0.8,1.4,1
645,767,4.9,5.0,0.6,3.3,1
645,770,4.0,4.8,1.2,3.4,1
645,768,5.0,4.0,4.8,4.5,1
645,763,5.0,5.0,2.3,4.2,1
646,412,3.2,3.7,0.5,2.7,1
644,701,1.5,1.3,4.7,3.0,1
646,413,2.4,2.9,1.8,2.7,1
644,700,1.9,2.8,0.3,1.5,0
644,705,2.8,2.2,2.0,1.9,1
644,704,1.9,1.6,2.2,1.6,1
644,706,2.9,2.9,3.8,3.1,1
646,414,2.6,2.3,4.0,2.5,1
648,585,0.3,0.0,4.9,2.2,0
648,586,0.5,0.1,3.4,1.0,0
648,443,1.7,1.5,0.5,1.5,0
